NAME,HUC6,OBJECTID,N,oc,wsolidityu2,wroundu2,ndvimean,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,etDp15year,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,petDp15year,n,log10oc,angularwsolidityu2,sqrtwroundu2,log10petDp15year,sqrtn,STlog10oc,STangularwsolidityu2,STsqrtwroundu2,STsqrtn
Southern Mojave,181001,81,3,0.374999985,0.9,0.82,0.128546229,0.9237,0.54336,1.34781,0.36246,0.299365,0.350625,1.57984,0.468835,0.45089,0.91645,0.3287,0.619665,0.58326,0.686075,0.77816,0.682613,34.20808,17.67117,86.765335,14.181635,10.09574,8.876705,86.459875,25.54015,16.294515,40.044485,10.288205,23.746485,27.03433,32.06788,41.505545,31.652009,0.484872441,-0.42596875,1.101134743,0.905538514,1.500401281,0.696327826,-2.490356897,-0.266559905,0.872773919,-1.882752824
Southern Oregon Coastal,171003,361,32,4.764999978,0.924268852,0.771462297,0.719603031,0.631560313,0.69535125,0.57083875,0.587902188,0.642350938,0.55211375,0.487475313,0.673225625,0.667431875,0.783711563,0.481360313,0.645320625,0.432749063,1.093692813,0.590074688,0.635677271,1.24167625,1.491735313,1.284905,1.226301563,1.281215,1.0710625,1.0178225,1.353898125,1.439816563,1.725160625,0.953284688,1.264094375,0.857563125,2.33046,1.245546563,1.318969479,1.240444547,0.678062903,1.135931443,0.878329265,0.120234746,1.113752462,1.656355021,0.698113627,0.505699825,0.30561738
Southwestern Lake Huron,40801,180,5,2.323999977,0.912,0.796,0.486248859,0.728562,0.85712,0.917848,0.746892,0.796692,0.834392,0.645324,0.8244,0.665956,0.715854,0.884204,0.649042,0.848202,0.670348,0.612734,0.759838,1.365774,1.534346,1.50127,1.327238,1.318822,1.509322,1.197426,1.59597,1.145596,1.223648,1.601538,1.056034,1.569644,1.168066,1.011702,1.341759733,1.754320904,0.366236119,1.11755878,0.892188321,0.127674754,1.324507797,0.485142369,0.188765868,0.692669355,1.410513099
Southwestern Lake Superior,40103,349,29,5.463793113,0.93,0.76,0.534153833,0.83081069,0.727445862,0.72015931,0.897486207,0.722913103,0.735288621,1.009861379,0.778146552,0.785904483,0.841486552,0.636006207,0.84336,0.719977241,0.592928966,0.598476552,0.762683448,1.579571724,1.202791724,1.148345517,1.554915517,1.224172414,1.266402414,1.812107931,1.450776552,1.353836552,1.501021724,1.15793069,1.455506897,1.297686897,0.962283793,0.935662069,1.326867494,1.805209119,0.737494246,1.145191014,0.871779789,0.122827555,1.343580708,1.87957748,0.954817933,0.417342264,1.510503822
Spokane,170103,365,9,1.953333338,0.87866924,0.613598181,0.376681319,0.919615,0.87818375,1.04690125,0.834765,0.91422875,0.92402875,0.717815,0.92935125,0.84002125,0.76010625,0.77145875,0.7383575,0.59713875,0.8550675,0.68446,0.82743325,2.4008125,2.65559625,3.0262625,2.71369,2.41974875,2.77101,2.2072475,2.9611975,2.71002125,2.56855625,1.97732625,2.2409025,1.63299,2.65169875,2.2481625,2.479014833,1.360590732,0.290776362,1.074787159,0.78332508,0.394279125,1.166443626,0.201717638,-0.996997457,-0.775981073,0.581853524
St. Croix,70300,350,31,1.985862064,0.919093052,0.781813896,0.489813943,0.743107,0.671098667,0.622204,0.803916,0.641455667,0.679023333,0.936655,0.707882,0.749206,0.825730333,0.592107333,0.831801333,0.731624667,0.687418,0.557149667,0.718691933,1.665340667,1.260535,1.076678333,1.586705333,1.238624,1.34539,1.962743,1.511466333,1.480088333,1.749057,1.165597333,1.522967,1.608733333,1.282275667,0.976100333,1.428820111,1.458913599,0.29794908,1.127959132,0.884202407,0.154977554,1.207854958,0.228658163,0.477096202,0.584933118,0.79895457
St. Francis,80202,50,122,1.720512821,0.909314714,0.759766898,0.575000085,0.592989672,0.628747459,0.49276,0.586594426,0.658505328,0.709590738,0.489808033,0.560565164,0.529567377,0.539227705,0.782409262,0.462761803,0.79781459,0.486230738,0.616949098,0.59563476,1.573659672,1.360014098,0.898402705,1.09280623,1.313290656,1.484622459,1.125404344,1.287042295,1.015889098,1.029208689,1.532907459,0.881645,1.76868123,0.903315574,1.232653033,1.233302836,1.15362857,0.235657913,1.113763874,0.871646085,0.09106973,1.074071026,-0.005305711,0.083559166,0.415538498,0.097585404
St. Francois River,41505,344,3,5.196666638,0.93,0.76,0.554850185,0.45927,0.64882,0.486033333,0.47071,0.54423,0.47434,0.433026667,0.486726667,0.47112,0.493103333,0.47344,0.399986667,0.5552,0.460943333,0.49408,0.490068667,0.68847,1.012983333,0.772543333,0.747103333,0.85646,0.747906667,0.68504,0.744413333,0.727413333,0.78846,0.760016667,0.608703333,0.860493333,0.734933333,0.747866667,0.765520444,1.234438697,0.715724858,1.145191014,0.871779789,-0.116043207,1.111052968,1.797812268,0.954817933,0.417342264,0.291465141
St. John,10100,88,7,2.508333315,0.93,0.76,0.546531306,0.553051429,0.811745714,0.615155714,0.50755,0.625175714,0.408144286,0.496928571,0.553578571,0.45343,0.502325714,0.5015,0.43565,0.542681429,0.464494286,0.467548571,0.529264,0.963582857,1.48332,1.026642857,0.889191429,1.100501429,0.667514286,0.868058571,0.952021429,0.761142857,0.881785714,0.881205714,0.694301429,0.931815714,0.805152857,0.775718571,0.912130381,1.213988153,0.399385246,1.145191014,0.871779789,-0.039943079,1.101811306,0.60964956,0.954817933,0.417342264,0.24301525
St. Lawrence,41503,256,24,3.07583335,0.918751355,0.78249729,0.549927216,0.65724875,0.913884167,0.77806375,0.633228333,0.654828333,0.61349375,0.55715875,0.7085575,0.564394167,0.678480833,0.6241025,0.569027917,0.78719625,0.629046667,0.615727917,0.665629306,0.9488275,1.451345,1.158344583,0.916487083,1.00032375,0.912700417,0.885559167,1.09736,0.836595833,1.062422083,0.959548333,0.848504167,1.223211667,0.95055625,0.88324875,1.009002306,1.733132808,0.487962802,1.12744475,0.884588769,0.003892159,1.31648502,0.942344372,0.462835913,0.590145447,1.368453279
St. Louis,40102,185,21,5.857222206,0.921,0.778,0.531660664,0.748457619,0.750390952,0.776317619,0.881491429,0.727292381,0.746022381,1.009067143,0.736699524,0.733385714,0.813283333,0.726549048,0.935147619,0.70346,0.695651429,0.737889048,0.781407016,1.57996619,1.272799048,1.358066667,1.731332381,1.367534762,1.395450476,1.963362857,1.437700952,1.356448571,1.512198571,1.43150619,1.689324762,1.355478095,1.206659048,1.232046667,1.459325016,1.727405067,0.7676917,1.130856288,0.882043083,0.164152027,1.314307828,1.992998269,0.557414438,0.555802144,1.357039236
St. Marys-Satilla,30702,112,2,0.74000001,0.93,0.76,0.67014803,0.688325,1.081655,0.665515,0.653895,0.671525,0.70815,0.921705,0.737665,0.71902,0.654425,0.865245,0.88056,0.801795,0.60777,0.722545,0.758653,1.586015,2.14438,1.21384,1.07064,1.224945,1.2312,2.16226,1.50984,1.31257,1.137725,1.460935,1.691915,1.39637,1.028685,1.23413,1.42703,1.673212533,-0.130768275,1.145191014,0.871779789,0.154433103,1.293527167,-1.381592194,0.954817933,0.417342264,1.248095551
Suwannee,31102,113,3,0.529999971,0.93,0.76,0.651021801,0.691006667,0.721906667,0.581523333,0.598653333,0.606083333,0.641563333,0.75491,0.82204,0.603483333,0.67335,0.729866667,0.710293333,0.505476667,0.56137,0.479193333,0.645381333,1.69262,1.563,1.093416667,1.070766667,1.17582,1.152973333,1.76752,1.813613333,1.250833333,1.258966667,1.363033333,1.54009,1.016956667,1.054556667,0.95323,1.317826444,1.261358253,-0.275724154,1.145191014,0.871779789,0.119858218,1.123102067,-1.926042411,0.954817933,0.417342264,0.354633165
Tongue,100901,358,4,2.582499981,0.8825,0.59,0.293305139,0.83702,1.01508,0.9546925,0.8351475,0.875815,0.598075,0.92966,0.6506475,0.6609525,0.81057,0.8006125,0.63612,0.9910525,0.62523,0.734605,0.797018667,5.08087,5.99905,4.98,4.2683575,5.3701,3.1190275,5.7121475,3.25539,3.1326775,3.8115375,3.65399,2.5213975,7.104415,2.7318975,3.1068175,4.256511667,0.983717439,0.412040327,1.07929247,0.768114575,0.629053828,0.991825307,0.657181688,-0.8720961,-0.981182705,-0.333592027
Town of Madrid-Saint Johns Bayou,80103,1962,8,0.857142861,0.922192736,0.775614528,0.499213485,0.3980625,0.4267,0.43479,0.4831575,0.61311875,0.59066125,0.3785575,0.45815125,0.47494,0.4775325,0.5938325,0.3584475,0.64658875,0.43985375,0.58710125,0.490766333,1.38887,1.1981225,0.87695125,1.0456225,1.41816625,1.515875,0.99881625,1.226815,1.06841125,1.03502,1.427485,0.77546375,1.69125,0.90653625,1.31134875,1.192316917,0.886251166,-0.066946787,1.132691792,0.880689803,0.076391706,0.941409138,-1.141880478,0.608300356,0.537545333,-0.597901392
Truckee,160501,83,40,2.999999948,0.868450557,0.596312085,0.338232512,0.578151176,0.618692059,0.624463824,0.703363824,0.612930294,0.459988529,0.538755588,0.872153529,0.663887059,0.593923235,0.442275588,0.712737059,0.512267941,1.333532941,0.549811471,0.654462275,3.728969118,4.720819412,4.771120882,4.361851765,3.972952059,2.553776765,3.074999412,6.60007,5.127217941,3.932193824,2.447255882,3.803775,4.191582353,9.390651765,3.912089412,4.439288373,0.719808515,0.477121247,1.063180636,0.772212461,0.647313357,0.848415296,0.901623799,-1.318766608,-0.925899007,-1.085426409
Upper Arkansas,110200,91,20,1.379090922,0.924014756,0.771234179,0.250210896,0.768225556,0.741747778,0.741772222,0.715533333,0.611173889,0.683480556,0.487508333,0.839452222,0.705327778,0.583503333,0.705728889,0.608934444,0.799692222,0.674704444,0.649692222,0.687765148,6.402896667,5.608326111,7.511360556,5.664680556,3.737747778,4.680412778,3.686375556,5.021177222,5.673073333,4.268351111,5.230037778,6.867687222,9.188031667,5.992128333,5.322944444,5.657015407,0.705690539,0.1395929,1.135531822,0.878199396,0.752587362,0.84005389,-0.366123207,0.68703488,0.503947792,-1.129261511
Upper Bear,160101,337,3,4.875,0.910514576,0.798970848,0.333789646,0.790273333,1.011356667,0.960376667,0.84028,0.758713333,0.771186667,0.774156667,0.854596667,0.80614,0.777783333,0.62682,0.70437,0.853146667,0.821423333,0.62455,0.798344889,3.175866667,4.288266667,3.61557,3.250016667,2.63893,2.322,2.775826667,3.682153333,2.874176667,2.578946667,2.251003333,2.09124,3.95601,3.21699,2.111406667,2.988560222,1.144947892,0.68797462,1.115450432,0.893851692,0.475462012,1.070022379,1.693583152,0.130315855,0.715109537,0.076360163
Upper Beaver,111001,329,16,1.138999981,0.894270382,0.670687869,0.313703384,0.49134,0.655960625,0.469309375,0.571808125,0.46776,0.635128125,0.4466525,0.76172,0.49181,0.587248125,0.480189375,0.609530625,0.564615,0.556676875,0.64110875,0.562057167,4.015189375,4.6526775,3.7495575,4.344904375,2.611546875,4.183283125,3.746328125,4.122425,3.840954375,4.395011875,3.0362075,9.296759375,6.24401375,4.260820625,5.03643125,4.502407375,0.603604256,0.056523717,1.093735863,0.818955352,0.653444787,0.776919723,-0.678128728,-0.471680017,-0.295300779,-1.460245644
Upper Canadian,110800,239,11,1.065454548,0.888531268,0.656540448,0.237012516,0.4448,0.673028182,0.470337273,0.543665455,0.426758182,0.499726364,0.467506364,0.625623636,0.461555455,0.42363,0.49432,0.398377273,0.575522727,0.412491818,0.598148182,0.501032727,5.780355455,6.135184545,5.968411818,6.905504545,3.28564,4.158960909,4.299791818,5.322451818,4.480704545,6.168861818,4.946177273,8.586396364,10.99812636,5.289887273,6.056633636,5.892205879,0.504465936,0.027534928,1.086574273,0.810271836,0.770277913,0.710257655,-0.787009806,-0.670221717,-0.412448222,-1.809724975
Upper Chesapeake,20600,170,25,1.049999999,0.901652042,0.722809765,0.611085472,0.667451905,0.762753333,0.709346667,0.485193333,0.70579619,0.648000952,0.610370476,0.824165238,0.627817143,0.53440381,0.678490952,0.527779524,0.703924286,0.607628571,0.575711905,0.644588952,1.2759,1.456976667,1.353985714,0.804305238,1.226040952,1.155086667,1.13171381,1.63223381,1.183282381,0.939904762,1.280877143,0.929729048,1.34298,1.103108095,1.079874762,1.193066603,1.358836719,0.021189299,1.103317934,0.850182195,0.076664689,1.16569152,-0.81084381,-0.206034991,0.1259738,0.577910569
Upper Cimarron,110400,247,11,0.767499976,0.907556268,0.713148749,0.326596276,0.549049091,0.682069091,0.649487273,0.596718182,0.484495455,0.545427273,0.428692727,0.750646364,0.574655455,0.552854545,0.625591818,0.522578182,0.549489091,0.593303636,0.560738182,0.577719758,4.587666364,4.810940909,5.322289091,4.400483636,2.811626364,3.642978182,3.534074545,4.431638182,4.184783636,3.851837273,4.109985455,6.998803636,5.831610909,4.424591818,4.33279,4.485073333,0.616732691,-0.114921629,1.111317989,0.844481349,0.651769548,0.785323304,-1.322072638,0.015751577,0.049064922,-1.416189437
Upper Colorado,120800,307,35,0.504736838,0.912338252,0.795323495,0.282553007,0.484898824,0.684482647,0.476918824,0.627852353,0.367600588,0.633644706,0.450366471,0.588599706,0.519886471,0.535520882,0.599795,0.790356471,0.483168235,0.536736176,0.493666176,0.551566235,5.746736471,6.973983235,3.919669118,6.677651471,2.204585,4.483858529,4.604702059,2.906719706,5.297597647,5.317590588,3.599718235,16.58889912,6.836659118,5.788817647,4.486095294,5.695552216,0.565332975,-0.296934997,1.1180421,0.891809114,0.755535838,0.751886278,-2.005709742,0.202165005,0.687553553,-1.59148477
Upper Colorado-Dirty Devil,140700,68,18,1.010000005,0.824427104,0.417373162,0.21557273,0.728676667,0.763662778,0.903518889,0.758942222,0.585761667,0.579386111,0.530703333,0.67925,0.782673333,0.843097778,0.497688333,0.676403889,0.664288333,0.501225,0.682785,0.678537556,8.79596,8.421998333,14.03871556,10.12863944,6.084147222,5.897768889,6.601185,9.505842222,9.551776667,11.56199056,5.007843889,8.246305,10.36567611,6.0897,10.10167833,8.693281815,0.61706372,0.004321376,1.018502604,0.646044242,0.939183759,0.785534035,-0.874199255,-2.557381614,-2.628007153,-1.415084667
Upper Colorado-Dolores,140300,97,14,3.703846189,0.923160503,0.773446005,0.320508384,0.741912143,0.863811429,0.802888571,0.768212857,0.668994286,0.710609286,0.617765,0.660007143,0.712852857,0.866992857,0.665446429,0.778713571,0.870469286,0.632530714,0.709764286,0.738064714,4.831967143,5.030162857,6.587520714,5.080729286,3.957637143,3.665764286,3.843198571,4.089764286,4.659195714,5.823135,3.694916429,4.823202857,7.522228571,3.842646429,4.660704286,4.807518238,0.818713455,0.568652943,1.13419475,0.879457791,0.68192094,0.904827859,1.245414281,0.649967062,0.520924525,-0.789680636
Upper Connecticut,10801,235,16,3.73125001,0.921135664,0.765643071,0.598798488,0.52882875,0.77824375,0.608789375,0.5098275,0.64853375,0.46673125,0.46888,0.570303125,0.456220625,0.53133125,0.56121875,0.47374875,0.6963825,0.58785125,0.53321,0.561340042,0.855394375,1.281784375,0.94454375,0.812591875,1.038185625,0.7408,0.771321875,0.900854375,0.74158125,0.869683125,0.922265625,0.73926875,1.13733875,0.953226875,0.847304375,0.903743,1.355605191,0.57185435,1.13106414,0.875010326,-0.043955054,1.164304596,1.257438674,0.563176724,0.460924748,0.570639548
Upper Cumberland,51301,293,22,3.219999973,0.927953063,0.764093874,0.664102533,0.716158182,0.671134545,0.564099091,0.524847727,0.516494091,0.780518636,0.718272727,0.808396818,0.698048636,0.499195,0.587473182,0.481512727,0.713549091,0.495875455,0.562353182,0.622528606,1.281438636,1.262275909,0.900232273,0.826753636,0.854425455,1.318939091,1.200635909,1.557716818,1.241261364,0.839997273,1.008451818,0.800794091,1.163996818,0.802717273,1.003735909,1.070891485,1.420331005,0.507855868,1.141828037,0.874124633,0.029745465,1.191776407,1.017062172,0.861585681,0.448976047,0.714661939
Upper Delaware,20401,238,36,2.346285724,0.921838364,0.759282761,0.595730868,0.55155,0.698285588,0.534153529,0.391612353,0.479635294,0.474443824,0.466477353,0.524043824,0.479891176,0.507498529,0.52874,0.350634706,0.558243235,0.538652941,0.535476176,0.507955902,1.001216176,1.290571176,0.980169706,0.664550588,0.800707353,0.885459412,0.880998529,0.93277,0.882480882,0.890092647,0.990303529,0.583143824,1.028825882,0.962058235,0.976764706,0.916674176,1.118162021,0.370380898,1.132144527,0.871368327,-0.037785003,1.057431804,0.500710042,0.59312845,0.411791324,0.010353422
Upper Gila,150400,244,10,0.864285716,0.7875,0.25,0.198797253,0.272264,0.499438,0.397906,0.545447,0.404656,0.435512,0.450181,0.417707,0.446031,0.381991,0.37332,0.379491,0.420043,0.464028,0.403092,0.419407133,6.61668,8.503698,9.512795,13.041678,6.438063,7.642657,7.272545,6.695748,7.140105,11.461947,5.975187,10.488272,12.026897,8.22613,7.125099,8.544500067,0.406075499,-0.063342665,0.985711741,0.5,0.931686658,0.637240535,-1.128343493,-3.466447038,-4.598258414,-2.192520997
Upper Green,140401,98,17,2.569230763,0.900927533,0.719069252,0.249434071,0.927071176,1.277297059,1.416484706,0.897475294,0.789372941,0.927716471,1.005974706,0.854666471,0.979805294,0.791168235,0.778031176,0.790801176,1.061894706,0.833811765,0.763843529,0.939694314,6.171731176,8.793615294,9.675884706,5.548087647,4.334558824,4.894104118,6.847672353,6.243695882,6.468371765,4.400036471,4.689590588,4.272923529,9.427191176,5.348426471,4.684887647,6.120051843,1.241524212,0.409803113,1.102357631,0.847979512,0.786755101,1.114237054,0.648778776,-0.232657592,0.096257878,0.308157875
Upper Hudson,20200,237,6,2.74000001,0.925,0.77,0.59577165,0.534758333,0.83961,0.590948333,0.455163333,0.603403333,0.51544,0.534706667,0.58,0.50607,0.564173333,0.630506667,0.425261667,0.685953333,0.62004,0.627768333,0.580920222,0.817258333,1.29289,0.862778333,0.718878333,0.88041,0.810678333,0.838821667,0.868883333,0.77222,0.884543333,0.991831667,0.634303333,1.07194,0.972055,0.989983333,0.893831667,1.47678717,0.437750564,1.1370863,0.877496439,-0.048744263,1.215231323,0.753748618,0.73012987,0.494464352,0.837625548
Upper Illinois,71200,136,168,2.184810131,0.925298081,0.769423164,0.449553449,0.608855,0.57416994,0.74255988,0.52537747,0.588245361,0.710519036,0.522274096,0.592401386,0.518290482,0.568193855,0.63104512,0.544631627,0.709563072,0.62785012,0.508044699,0.598134743,1.598319337,1.309648434,1.432392651,1.229609819,1.266356807,1.644779458,1.178404277,1.322240904,1.031006205,1.181202289,1.41994753,1.112371446,1.739857349,1.257953313,1.090499699,1.320972635,1.091316317,0.339413701,1.137559258,0.877167694,0.120893821,1.044660862,0.384398118,0.743241742,0.490029329,-0.0565989
Upper Mississippi-Black-Root,70400,191,107,2.546601943,0.912905796,0.761744339,0.480447412,0.649941415,0.669375189,0.712585755,0.929234434,0.587133396,0.718606415,0.765965566,0.600506981,0.73031217,0.72078566,0.571134906,0.795013962,0.74653566,0.614855377,0.613368679,0.695023704,1.507888679,1.346332642,1.269384811,1.964134717,1.154692736,1.464239906,1.585488585,1.262549528,1.500759623,1.500806038,1.094271415,1.453526698,1.655597264,1.142787075,1.118272547,1.401382151,1.373168356,0.405961066,1.118855774,0.872779662,0.146556582,1.171822664,0.634348154,0.224722604,0.430831339,0.610053409
Upper Mississippi-Crow-Rum,70102,382,115,2.882592589,0.911168175,0.778537437,0.435625963,0.786417699,0.660274513,0.600570442,0.777551504,0.648361504,0.577992124,0.84808885,0.674489646,0.712159823,0.672511416,0.569766903,0.690687434,0.761767876,0.657668319,0.557614248,0.679728153,2.070714779,1.469902389,1.206155841,1.882864867,1.448622124,1.313439292,2.077719646,1.724592655,1.65487885,1.572986814,1.304798584,1.509236814,1.926936637,1.42255885,1.18927646,1.584978973,1.204274611,0.459783266,1.116375308,0.882347685,0.200023505,1.097394465,0.836502826,0.15595631,0.559911463,0.219859733
Upper Mississippi-Maquoketa-Plum,70600,128,25,2.770769238,0.883512352,0.685731219,0.476954276,0.600596,0.62533,0.7917064,0.752408,0.6218228,0.7767548,0.6972892,0.507846,0.4836896,0.5991652,0.545668,0.702772,0.7955624,0.5590956,0.636146,0.646390133,1.4143056,1.2575456,1.4698568,1.6406608,1.1945268,1.62066,1.4502464,1.0778052,0.9696792,1.192098,1.049452,1.3032588,1.8495108,1.0284424,1.1783396,1.313092533,1.264021115,0.442600357,1.08049822,0.828088895,0.118295332,1.124286936,0.771964305,-0.838668941,-0.172082124,0.360844902
Upper Mississippi-Meramec,71401,139,87,2.074117648,0.913785071,0.765869061,0.571169658,0.594480814,0.635681628,0.551061279,0.629327674,0.64045593,0.687590814,0.54332,0.664082093,0.499801395,0.517795116,0.746841744,0.485889186,0.752773953,0.55012186,0.638414884,0.609175891,1.501402907,1.362739651,1.034851163,1.223692442,1.267647093,1.410508256,1.23742,1.500961512,0.962087791,1.018982442,1.471656977,0.936653488,1.757774419,1.023684535,1.288742442,1.266587008,1.165850478,0.316833387,1.120123197,0.875139452,0.102635029,1.079745562,0.299587091,0.259859532,0.462666757,0.127334449
Upper Mississippi-Salt,71100,138,104,1.530941177,0.906733845,0.740096,0.503360482,0.647838932,0.588069903,0.613907087,0.567995534,0.628954951,0.771911165,0.750366214,0.720567476,0.467118058,0.496714078,0.54128534,0.611517184,0.737854078,0.627667864,0.562275437,0.622269553,1.673683301,1.332266796,1.359059223,1.336826311,1.300156019,1.907486408,1.79752699,1.724272427,0.954601359,1.036143398,1.091133398,1.389993398,2.101346408,1.289709126,1.186047767,1.432016822,1.116491614,0.184958504,1.110184336,0.860288324,0.15594812,1.056641668,-0.195731268,-0.015676827,0.262313399,0.006211093
Upper Mississippi-Skunk-Wapsipinicon,70801,135,52,1.978947367,0.922136451,0.780784034,0.450348759,0.677337692,0.657689038,0.768606538,0.636213462,0.701885,0.823576538,0.711486731,0.584715962,0.513325385,0.531240577,0.486212115,0.707186154,0.803890769,0.668132115,0.584813077,0.65708741,1.872453846,1.430839615,1.610585769,1.621091346,1.480183654,2.023289808,1.754765,1.391716923,1.07277,1.096847692,1.014904038,1.528670385,2.123778846,1.366473846,1.172898654,1.504084628,1.185273957,0.296434244,1.13260476,0.883619847,0.177272273,1.088702878,0.222968481,0.605887554,0.57707393,0.174293642
Upper Ohio-Beaver,50301,279,32,2.251724134,0.922160549,0.742516413,0.594313379,0.714874194,0.802549677,0.731917742,0.573250323,0.525352581,0.696840968,0.61302129,0.639686452,0.64194871,0.717958387,0.681436452,0.523600323,0.679523226,0.653089677,0.629667419,0.654981161,1.249321935,1.40613129,1.226807097,0.925760323,0.84642129,1.197985161,1.08511,1.099516774,1.122400323,1.244990645,1.227476129,0.840656129,1.254288065,1.098304516,1.092731935,1.127860108,1.467461451,0.352515183,1.132642017,0.86169392,0.052255236,1.211388233,0.433606915,0.606920433,0.281275997,0.817477948
Upper Ohio-Little Kanawha,50302,354,2,2.680000067,0.915,0.79,0.611031868,0.78635,0.76749,0.657815,0.58226,0.556965,0.84024,0.73149,0.68784,0.642865,0.68459,0.759125,0.48949,0.73855,0.63506,0.741565,0.686779667,1.275025,1.45282,1.09604,0.90707,0.942135,1.35645,1.238515,1.298675,1.08386,1.21636,1.333255,0.806655,1.287075,1.070805,1.280565,1.176353667,1.572277036,0.428134805,1.121888353,0.888819442,0.070537911,1.253904716,0.717632095,0.308795178,0.647220535,1.040372802
Upper Pecos,130600,243,23,1.171428573,0.842916563,0.47988116,0.232446612,0.400033913,0.648098696,0.413798696,0.61444913,0.357266522,0.544707826,0.435200435,0.584393478,0.485983478,0.420095652,0.447701739,0.509492174,0.526656957,0.372716087,0.372143043,0.475515855,7.76396913,9.952630435,6.329523913,10.94538217,3.480695217,6.139861739,5.575282174,5.01446913,6.838766522,6.679327826,4.667339565,14.46351261,12.05589261,6.033965217,4.435716087,7.35842229,0.46354365,0.068715813,1.036366389,0.692734552,0.866784708,0.6808404,-0.632335556,-2.062141533,-1.99811828,-1.963946452
Upper Pee Dee,30401,217,18,2.547142859,0.925,0.778333333,0.637015381,0.76104375,0.864820625,0.63225,0.482281875,0.67349,0.680846875,0.65984375,0.779116875,0.67655875,0.57091375,0.676248125,0.630199375,0.74478625,0.51568375,0.681175625,0.668617292,1.59056625,1.83305375,1.216525,0.826303125,1.21206375,1.274089375,1.34143,1.6817975,1.36487125,1.037265625,1.251041875,1.22163,1.368581875,0.90586375,1.332253125,1.29715575,1.367676729,0.406053303,1.1370863,0.882232018,0.112992125,1.169477118,0.634694595,0.73012987,0.558351025,0.597756761
Upper Red,90201,190,116,2.814599978,0.915301371,0.798405236,0.389553029,0.724892241,0.772753017,0.869791638,0.954491034,0.62759569,0.612610345,0.872535345,0.688710259,0.612286724,0.677499224,0.599441724,0.841488362,1.042949655,0.665115776,0.754910776,0.754471454,2.04235431,1.942676724,2.050242241,2.543962672,1.62115,1.612415948,2.321084828,1.789386207,1.595165345,1.785345172,1.596190345,2.114279138,2.826960086,1.552097845,1.881062414,1.951624885,1.280743551,0.44941668,1.12232875,0.893535246,0.290396347,1.131699409,0.797566221,0.321004376,0.710840428,0.399705172
Upper Rio Grande,130201,240,4,2.769999981,0.922426273,0.774736136,0.257948371,0.859445,0.89695,0.839725,1.038175,0.8422625,0.81167,0.7544775,0.80516,0.8875175,0.803575,0.8636575,0.8436425,0.95834,0.7232,0.838075,0.851058167,7.145975,6.2857325,7.5411825,7.66726,4.9536325,4.9720725,4.8806975,4.7595825,5.754665,5.7680025,5.892465,7.5932225,9.7172825,5.334705,6.25447,6.3013965,0.972930226,0.442479766,1.133053347,0.880190966,0.799436807,0.986372255,0.771511367,0.618323793,0.530815631,-0.362179931
Upper Sacramento,180200,70,15,1.912666682,0.842249726,0.481682733,0.358404973,0.685799333,0.782155333,0.892181333,0.612713333,0.679072,0.542237333,0.721440667,0.855394,0.80019,0.812288,0.606209333,0.873139333,0.622661333,1.219796,0.528042,0.748887956,3.819029333,5.253417333,5.928788,3.408267333,4.005895333,2.731807333,3.776624,5.322002667,5.374228,4.835532667,3.156054,4.230923333,3.918716667,7.54305,3.868990667,4.478221778,0.857800158,0.281639293,1.035701801,0.694033668,0.651105598,0.926175015,0.167399061,-2.080565993,-1.980592185,-0.67776707
Upper San Juan,140801,246,18,1.16388888,0.848139773,0.49477159,0.221416392,0.869553333,0.903960833,0.8432175,0.877646667,0.854060833,0.73834,0.770498333,0.778743333,0.812535,0.989515833,0.71386,0.8792,1.050179167,0.728506667,0.8369625,0.843118667,7.8859475,7.781333333,9.156370833,8.1893925,7.0695525,5.850279167,6.818335833,6.8825525,7.437340833,9.950718333,5.5994175,8.5344625,12.3238525,6.637815,8.803275,7.928043056,0.879048554,0.065911519,1.041629589,0.703400021,0.899166,0.937575893,-0.642868406,-1.916229139,-1.854232741,-0.617997381
Upper Snake,170402,364,48,2.104545443,0.857357133,0.551879088,0.288582614,0.897250851,0.954233404,1.104192766,0.927904468,0.842182553,0.684774681,0.73232766,0.983116383,0.916451702,0.845264255,0.712862979,0.930478085,0.811309362,1.214148511,0.678076383,0.882304936,5.293061277,6.18178617,6.072096596,5.61485234,4.196318085,3.157934468,3.599563191,5.905469362,4.997482128,3.819949362,3.550848936,4.148728511,5.010254255,7.339472128,3.67233234,4.837343277,1.153366669,0.323158308,1.051182698,0.742885649,0.684606908,1.0739491,0.323343317,-1.651387029,-1.321540681,0.096946198
