NAME,HUC6,OBJECTID,N,oc,wsolidityu2,wroundu2,ndvimean,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,etDp15year,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,petDp15year,n,log10oc,angularwsolidityu2,sqrtwroundu2,log10petDp15year,sqrtn,STlog10oc,STangularwsolidityu2,STsqrtwroundu2,STsqrtn
Alabama,31502,39,48,1.654000014,0.928,0.764,0.685358345,0.896113111,0.684014222,0.599994222,0.611224,0.703909333,0.643272667,0.734450889,1.021480667,0.721592889,0.491879778,0.842300667,0.779495778,0.692145333,0.571144667,0.675675333,0.711246237,1.792832,1.100841556,0.935928667,0.913846,1.133261778,1.027722222,1.349668444,1.825045111,1.185187111,0.767143778,1.370315556,1.295568889,1.147073333,0.933162222,1.068986,1.189772178,1.734078565,0.218535509,1.141904435,0.874070935,0.075463809,1.316844169,-0.069616981,0.863703666,0.448251627,1.370336135
Allegheny,50100,275,53,2.18539999,0.920663304,0.760685408,0.583246303,0.635040943,0.747340566,0.59183717,0.529072453,0.483511321,0.624123962,0.530243962,0.565117925,0.564393208,0.594686415,0.628201509,0.464133774,0.585139245,0.57855566,0.576244151,0.579842818,1.134743962,1.358443962,1.009576604,0.865786981,0.782447736,1.097874717,0.943147925,0.981067925,0.989554906,1.034446604,1.152087925,0.752845472,1.074708679,0.966447736,0.998533019,1.00944761,1.280486411,0.339530937,1.130341448,0.872172808,0.004083784,1.131585795,0.384838452,0.543141442,0.422644408,0.399109546
Altamaha,30701,117,10,1.259999984,0.915415942,0.789168117,0.638753449,0.892527,0.962283,0.727515,0.680885,0.815148,0.738283,0.881269,0.978498,0.877248,0.612644,0.819243,0.948634,0.993136,0.58255,0.818981,0.821922933,1.684979,1.563811,1.131355,1.00254,1.284389,1.152914,1.628285,1.7744,1.499948,0.970187,1.250689,1.573163,1.578487,0.923587,1.337369,1.357073533,2.246754101,0.10037054,1.122496442,0.888351348,0.132603381,1.498917643,-0.51344129,0.32565332,0.640905578,2.324865721
Androscoggin,10400,175,1,4.329999924,0.93,0.76,0.60031212,0.60127,0.8578,0.68795,0.61181,0.73474,0.43449,0.48795,0.60297,0.43715,0.45672,0.51493,0.50214,0.5842,0.52926,0.51356,0.570462667,0.85281,1.20029,0.97384,0.88004,1.06525,0.62496,0.72421,0.85385,0.62926,0.65732,0.7429,0.71697,0.85167,0.78006,0.72809,0.818768,1.609843226,0.636487889,1.145191014,0.871779789,-0.086839139,1.268795975,1.500200433,0.954817933,0.417342264,1.118440998
Apalachicola,31300,115,27,1.034444445,0.928695652,0.762608696,0.620204095,0.66149375,0.691126667,0.581915,0.60983125,0.641635833,0.615095,0.7535,0.735731667,0.596002917,0.474439167,0.8144975,0.76618625,0.759187917,0.474304167,0.59971375,0.651644056,1.775055417,1.398228333,1.080236667,1.070307917,1.2732475,1.150659167,1.753559167,1.645452083,1.1718675,0.863973333,1.550075833,1.617217083,1.483569583,0.8860175,1.09223875,1.320780389,1.28917012,0.014707172,1.143040628,0.873274697,0.120830612,1.135416276,-0.835190498,0.895202504,0.437509742,0.419191042
Arkansas-Keystone,110600,270,12,0.899999998,0.888415706,0.599220209,0.454059339,0.4223875,0.621636667,0.3809625,0.489505833,0.428476667,0.499725,0.460925,0.436356667,0.38758,0.42701,0.538945,0.4610975,0.574335,0.490670833,0.565575,0.479012611,2.050841667,2.9561975,1.628668333,2.175260833,1.634161667,2.212495833,3.1999575,1.374103333,1.55412,1.844425,1.90552,3.24876,3.5561825,2.009313333,2.647338333,2.266489722,0.643739969,-0.045757492,1.086432471,0.774093152,0.355353754,0.802334076,-1.062294077,-0.674152915,-0.900527007,-1.327009587
Atchafalaya-Vermillion,80801,159,3,1.273333331,0.866666667,0.533333333,0.586852155,0.519856667,0.40981,0.354066667,0.469066667,0.41382,0.533123333,0.474433333,0.498826667,0.476643333,0.39087,0.612373333,0.610986667,0.4409,0.42553,0.494813333,0.475008,1.388846667,0.900553333,0.725336667,0.918093333,0.831393333,1.18063,1.081743333,0.991386667,1.003343333,0.82271,1.261096667,1.403586667,0.897086667,0.85984,0.976653333,1.016153333,0.937509703,0.104942107,1.061211327,0.730296743,0.006959246,0.968250847,-0.496270611,-1.373362019,-1.491374885,-0.457182349
Belle Fourche,101202,291,12,1.794166684,0.901555258,0.658197766,0.300102988,0.71653,0.90737,0.947143333,0.786139167,0.875010833,0.735164167,0.854365833,0.75692,0.60104,0.771081667,0.783810833,0.699731667,0.817950833,0.630685,0.826439167,0.7806255,4.034583333,4.673484167,5.230480833,3.988255,5.0940425,4.096101667,4.971810833,3.741929167,2.609308333,3.358496667,3.378778333,2.758021667,6.286240833,2.724810833,3.289271667,4.015707722,0.968270467,0.253862788,1.103189391,0.811293884,0.603762096,0.984007351,0.063071288,-0.209598613,-0.39865999,-0.374578063
Big Blue,102702,147,65,1.808571427,0.904247649,0.686452794,0.430661239,0.754740615,0.628875077,0.791456308,0.704108769,0.717983231,0.720985231,0.636061692,0.579878,0.585385692,0.871973692,0.737398462,0.722166308,0.739763846,0.702859077,0.708621846,0.70681719,2.691153846,1.929286615,2.729002769,2.295144615,2.090607385,2.24855,2.268845385,1.55856,1.556587231,2.441697077,1.933509231,2.013669385,3.049299846,2.007122615,2.036608462,2.189976297,1.063150051,0.257335665,1.106795876,0.828524468,0.340439414,1.031091679,0.076115318,-0.109615544,-0.166205908,-0.127736043
Big Cypress-Sulphur,111403,323,12,1.355999985,0.921428571,0.777142857,0.632639474,0.483305833,0.497209167,0.7493475,0.969228333,0.6798775,1.075809167,0.669983333,0.679401667,0.635606667,0.432680833,0.9206475,0.714269167,0.763021667,0.62807,0.753109167,0.7101045,1.174594167,0.95149,1.2771075,1.777905,1.216643333,2.420795,1.6037275,1.133463333,1.235641667,0.839228333,1.669544167,2.074335833,1.539945833,1.348154167,1.6447075,1.460485556,1.437620727,0.132259685,1.131513707,0.881557064,0.164497266,1.199008226,-0.393666556,0.575640129,0.549245369,0.752575123
Big Sandy,50702,341,2,2.189999938,0.929838999,0.760322001,0.634176086,0.837345,0.9443,0.6753,0.650825,0.633335,0.840195,0.740565,0.820205,0.865755,0.60121,0.705815,0.62666,0.75406,0.672065,0.602655,0.731352667,1.384355,1.63201,1.035955,0.954775,1.014105,1.39664,1.23099,1.53527,1.468395,0.981625,1.24474,0.94858,1.16582,1.043455,1.046705,1.205561333,1.796404089,0.340444103,1.144924149,0.87196445,0.08118931,1.3403,0.388268277,0.9474196,0.419833483,1.493304539
Big Sioux,101702,131,39,2.909729722,0.911086486,0.761474906,0.397387056,0.776761282,0.659723846,0.891289231,0.884742308,0.711260769,0.687081282,0.865381026,0.68678359,0.753728974,0.753882564,0.576815641,0.836771026,0.81886,0.794593846,0.770031795,0.764513812,2.330141282,1.761998205,2.287268718,2.462027179,1.855635897,1.804914103,2.395180513,1.740289744,1.887532308,1.882191026,1.472876923,2.032374615,2.617681026,1.823742308,1.978917436,2.022184752,1.287244201,0.46385265,1.116259474,0.872625295,0.305820831,1.134567848,0.851787321,0.152745025,0.428748809,0.414743111
Bill Williams,150302,54,1,1.649999976,0.93,0.76,0.296467071,0.35996,0.52571,0.52049,0.4975,0.38822,0.54182,0.57919,0.56418,0.43303,0.64765,0.40776,0.50951,0.53593,0.52316,0.41115,0.496350667,5.39843,5.7658,12.62208,5.74977,5.07954,4.88815,7.34682,7.88738,5.16989,9.39314,4.49247,7.46592,6.82734,6.33602,5.94743,6.691345333,0.486015826,0.217483938,1.145191014,0.871779789,0.825513444,0.697148353,-0.073566652,0.954817933,0.417342264,-1.878451168
Black Rock Desert,160402,251,17,0.807499982,0.819322523,0.41188331,0.203866973,0.870197059,0.945166471,1.112097647,0.776191765,0.875483529,0.674401176,0.916024706,1.041958235,0.974781176,0.946507059,0.690890588,1.035402353,0.778537647,1.169401765,0.627245294,0.895619098,6.192735882,8.190062941,9.151176471,5.826375294,6.610636471,4.351749412,5.862389412,8.829854706,8.616561176,6.963345294,4.686562353,6.438322353,6.822277059,9.695701176,5.595194118,6.922196275,1.048047395,-0.092857479,1.013759757,0.641781356,0.840243909,1.02374186,-1.239200307,-2.688868166,-2.685516814,-0.166267851
Black Warrior-Tombigbee,31601,42,19,2.01333336,0.923471981,0.773056039,0.688843072,0.684475789,0.572141053,0.571073684,0.61057,0.584144211,0.658584737,0.675484211,0.943874211,0.651928947,0.48346,0.715788947,0.611543684,0.626971053,0.519482632,0.622683684,0.635480456,1.527161579,0.990182632,0.928282105,0.974995789,0.96889,1.114758947,1.260228421,1.841608947,1.14695,0.787117368,1.200546316,1.045489474,1.090036842,0.854701053,1.07191,1.120190632,1.411939521,0.30391569,1.134681131,0.879236054,0.049291936,1.188250614,0.251068583,0.663451064,0.517933127,0.696177784
Boeuf-Tensas,80500,155,5,1.024000013,0.912,0.796,0.569595252,0.453174,0.446648,0.479816,0.544178,0.402822,0.674554,0.421586,0.584876,0.425508,0.512438,0.861148,0.64067,0.529378,0.462422,0.461664,0.526725467,1.402602,0.94249,0.892758,1.045768,0.80699,1.616716,0.988834,1.26718,0.904386,0.988434,1.700594,1.357684,1.049044,0.876576,0.958664,1.119914667,1.025769156,0.010299962,1.11755878,0.892188321,0.049184932,1.012802624,-0.851743854,0.188765868,0.692669355,-0.223617356
Brazos Headwaters,120500,302,47,1.016111101,0.899499433,0.761548045,0.295477799,0.478342553,0.608323617,0.464401702,0.591815532,0.36920234,0.591938511,0.453629362,0.595201702,0.48341,0.539404255,0.568975957,0.67746617,0.612527021,0.541616809,0.483474894,0.537315362,5.231158511,5.717823404,3.955722128,6.149392766,2.156459574,4.32321234,4.48202383,3.164211064,4.316402553,5.192292553,3.518783191,13.35613915,8.414971277,5.366466383,3.80519234,5.276683404,0.560215376,0.006941196,1.100477778,0.872667202,0.722361038,0.748475368,-0.864359285,-0.284773009,0.429314161,-1.609366644
Calcasieu-Mermentau,80802,160,13,1.303333327,0.9225,0.775,0.631522028,0.669853846,0.511701538,0.468756923,0.673563077,0.476098462,0.723883846,0.506811538,0.583654615,0.60713,0.494292308,0.773227692,0.878031538,0.524282308,0.578584615,0.625520769,0.606359538,1.416149231,0.890716923,0.800269231,1.102846154,0.787349231,1.332675385,0.932433077,0.972510769,1.070187692,0.901220769,1.348453846,1.663653077,0.879490769,0.979033077,1.037029231,1.074267897,1.346996688,0.115055501,1.133167637,0.880340843,0.031112598,1.160601865,-0.458284989,0.621492274,0.532837596,0.55122779
Cannonball-Heart-Knife,101302,226,10,1.495000005,0.888309943,0.633529121,0.325219182,0.746872,0.826916,1.105309,0.861987,0.885864,0.691754,0.923392,0.724692,0.689688,0.663728,0.589284,0.758574,0.813532,0.516003,0.777584,0.7716786,3.340499,3.405356,5.651611,3.76109,4.25776,3.02846,4.938864,2.983912,3.137002,2.383351,2.106997,2.326052,4.438271,1.596906,2.361923,3.314536933,1.037395132,0.174641194,1.086302775,0.795945426,0.520422863,1.01852596,-0.234482796,-0.677748505,-0.605722715,-0.193612473
Cape Fear,30300,216,10,1.596000022,0.93,0.76,0.657508959,0.847224,0.98132,0.676838,0.538444,0.775342,0.84204,0.74717,0.937245,0.648165,0.732344,0.787886,0.8487,0.847615,0.597405,0.704057,0.767453,1.49975,1.729197,1.200695,0.859938,1.288922,1.424393,1.267509,1.74908,1.186655,1.222082,1.331328,1.550059,1.447534,1.020693,1.26311,1.336063,1.828007382,0.203032893,1.145191014,0.871779789,0.125826937,1.352038232,-0.127844372,0.954817933,0.417342264,1.55484283
Central Nevada Desert Basins,160600,85,64,1.036896546,0.810593252,0.364134299,0.164777804,0.730265179,0.7555425,1.1270925,0.712475357,0.659400893,0.698224821,0.783930357,0.763726429,0.907330357,0.795177679,0.617560357,1.032889286,0.67138125,0.850236964,0.624249286,0.781965548,10.96578929,10.66790839,21.95511696,10.28937304,8.474845179,7.441389643,12.10325107,13.64433482,14.26216464,12.61607768,7.092179107,14.66399714,12.13271518,13.95094232,12.05789714,12.15453211,0.683951225,0.015735428,1.00581751,0.603435414,1.084738245,0.827013437,-0.831328397,-2.909052151,-3.20283362,-1.197626761
Central Texas Coastal,121004,315,17,0.617500003,0.914063659,0.791872683,0.479262822,0.8038475,0.76495875,0.551750625,0.802190625,0.636834375,0.89492,0.789228125,0.65552375,1.018351875,0.753264375,0.6532925,1.2683175,0.84288125,0.804794375,0.86504125,0.807013125,2.25608875,1.8395925,1.363091875,1.56128625,1.3277075,2.325673125,2.082959375,1.224405,2.787111875,2.360381875,1.3545325,4.542050625,2.019459375,2.019605625,1.937388125,2.066755625,1.47636122,-0.209363036,1.120526516,0.889872285,0.315289128,1.215056056,-1.676791911,0.271040801,0.661424211,0.8367067
Chariton,102802,192,20,2.001500016,0.891528019,0.660277294,0.550171222,0.739992,0.5883965,0.7420405,0.6447535,0.6160305,0.7092015,0.686122,0.53662,0.392446,0.5195435,0.4497485,0.6108285,0.7269725,0.5921975,0.5365955,0.606099233,1.769302,1.2252045,1.673607,1.525697,1.2348995,1.765586,1.6494135,1.2367135,0.793854,1.0576125,0.8577215,1.392924,2.0705685,1.278688,1.1183135,1.376673667,1.108988407,0.301355598,1.090284099,0.812574485,0.138831005,1.053085185,0.241452951,-0.567373728,-0.381383671,-0.012433953
Cheyenne,101201,233,34,1.618235293,0.926319528,0.767360943,0.292189138,0.754648235,0.879120588,0.89486,0.827777059,0.880437353,0.738132353,0.820626765,0.815302059,0.701709706,0.72785,0.709367647,0.684351471,0.865843824,0.678606176,0.767970294,0.783106902,4.339290882,4.687142353,5.409391765,4.403242941,5.528155882,3.888980588,5.850052059,5.099461176,3.551715294,3.299425588,3.261661765,3.285449118,8.166738235,3.427299118,3.215292941,4.49421998,0.935325198,0.209041669,1.139189494,0.875991406,0.652654326,0.967122122,-0.105275579,0.788436992,0.474160281,-0.463099751
Chippewa,70500,346,26,2.061818174,0.908181818,0.803636364,0.494591907,0.609599615,0.626676923,0.600046538,0.830963846,0.665932692,0.828660385,0.804726923,0.698282692,0.751663077,0.780373462,0.585305385,0.818319231,0.841405385,0.647800769,0.545295385,0.709003487,1.320767692,1.176825385,1.005499615,1.656670769,1.238819615,1.652727308,1.647851923,1.504173462,1.465822308,1.595651538,1.109773077,1.429683846,1.812844615,1.175701923,0.934981154,1.381852949,1.461379108,0.314250363,1.112184623,0.896457675,0.14046183,1.208875142,0.289885328,0.039777384,0.750266292,0.804302937
Clearwater,170603,363,20,2.926842106,0.882386784,0.684845537,0.434479934,0.731625,0.775211,0.881196,0.6184095,0.6918645,0.7750965,0.66495,0.82213,0.705562,0.6832355,0.6335045,0.6917625,0.612634,0.781395,0.6478205,0.714426433,2.24006,2.5734955,2.6400215,2.1224325,2.0787015,2.6245805,2.147649,2.85192,2.412769,2.3964975,1.909794,1.997432,1.846103,2.5522255,2.2647535,2.310562333,1.045481999,0.466399294,1.079158027,0.827553948,0.363717689,1.022488141,0.861352444,-0.875823295,-0.179298982,-0.172840534
Colorado Headwaters,140100,92,17,2.414375026,0.904330315,0.734890441,0.334340793,0.893116875,0.94907875,1.0233125,0.967105,0.82275125,0.688811875,0.73596375,0.806806875,0.820940625,0.95087875,0.719666875,0.81828125,1.208575,0.71155625,0.71480375,0.855443292,4.957833125,4.88805,6.197581875,5.376000625,4.078568125,3.204903125,3.8517,4.44217125,4.378028125,4.984339375,3.50015,4.07966375,8.38737125,3.60946125,3.71422125,4.643336208,1.084988954,0.38280473,1.10690763,0.857257511,0.666830131,1.04162803,0.547373606,-0.10651739,0.221425361,-0.072498677
Coosa-Tallapoosa,31501,41,39,3.2366666,0.926709548,0.766580904,0.667296857,0.654451282,0.606660513,0.577809487,0.520575641,0.627751282,0.593932564,0.712860513,0.848160256,0.620562564,0.422157949,0.787396154,0.674682821,0.723948462,0.497204103,0.601784103,0.631329179,1.607991795,1.122733333,1.052141282,0.894277949,1.192597692,1.082675385,1.546495385,1.874902564,1.202428205,0.736167436,1.445357179,1.331861282,1.401321538,0.926799231,1.110698718,1.235229932,1.286761664,0.510097966,1.139815915,0.87554606,0.091747807,1.134355175,1.02548343,0.805803349,0.468152221,0.413628166
Des Moines,71000,130,43,2.705609766,0.904242424,0.788484848,0.441020875,0.748414651,0.663846512,0.861316744,0.800772791,0.642905814,0.677750465,0.779337209,0.60053093,0.666050233,0.686966047,0.521386047,0.745096047,0.76181186,0.733527907,0.637953953,0.701844481,2.112021163,1.57252093,1.933648605,2.04276186,1.485760465,1.67750093,1.938973023,1.396326744,1.549892326,1.546158837,1.16002814,1.740792093,2.229348837,1.654774419,1.49860186,1.702607349,1.216622941,0.432265158,1.106788815,0.887966693,0.231114504,1.10300632,0.733145585,-0.109811294,0.635716291,0.249280172
Devils Lake-Sheyenne,90202,223,18,2.733333334,0.925695085,0.768609831,0.378242478,0.676507778,0.91685,1.109346667,0.896348889,0.691695,0.777961111,0.996523889,0.765119444,0.648672222,0.71456,0.596177778,0.748735556,1.108703333,0.694069444,0.872523333,0.814252963,2.031119444,2.526285556,3.024907222,2.541222222,2.008042222,2.189053889,3.298166667,2.164568889,1.969708333,2.107455,1.698298889,1.988945556,3.540605556,1.944018333,2.252657222,2.352337,1.344700072,0.436692598,1.138191114,0.876703958,0.37149954,1.159612035,0.749774925,0.760758787,0.483773172,0.546038557
Eastern Lake Erie,41201,386,4,2.914999962,0.9299195,0.760161001,0.562360479,0.6583725,0.856165,0.72366,0.6271775,0.5917675,0.6439625,0.5614,0.658095,0.57832,0.6555975,0.7275775,0.4856825,0.6660125,0.5358075,0.6338025,0.640226667,1.055415,1.3433275,1.052275,0.9286775,0.840705,1.0204,0.9096125,1.0527625,0.867675,1.0598275,1.14112,0.7333125,1.1107225,0.8569525,0.9942225,0.9978005,1.59496147,0.464638553,1.145057531,0.871872124,-0.000956283,1.26291784,0.85473915,0.951117352,0.418587939,1.08762457
Elkhorn,102200,231,21,1.901000011,0.924651422,0.770697156,0.420562039,0.747979524,0.65495619,0.800041429,0.732113333,0.674813333,0.644465238,0.643499524,0.533151429,0.591579524,0.724652381,0.603749524,0.703239524,0.83325,0.687596667,0.618697619,0.679585683,2.754161905,1.909091905,2.815744762,2.471649048,1.993622857,2.014050952,2.229971429,1.474755238,1.591807619,1.954264762,1.600321905,1.950015238,3.823802381,1.874534286,1.796714286,2.150300571,1.015586656,0.278982119,1.136534794,0.87789359,0.33249917,1.007763194,0.157418792,0.714840403,0.499822237,-0.250036828
Escalante Desert-Sevier Lake,160300,339,33,1.601818188,0.879403247,0.583851691,0.302259515,0.721794375,0.890630938,0.999254063,0.946921875,0.742412813,0.736011563,0.698003125,0.85814375,0.864915625,0.94852375,0.606320938,0.774054375,0.834099688,0.861250313,0.73409375,0.814428729,4.939444688,6.074664688,8.718648438,6.734467813,4.541866875,4.139883125,4.993402813,6.521997188,6.135376563,7.046569375,3.415479375,4.502570313,6.799230625,5.668027813,5.497369063,5.715266583,0.913484397,0.20461322,1.075643545,0.764101885,0.757036492,0.955763777,-0.121908706,-0.973255752,-1.035317032,-0.522646459
Escambia,31403,111,21,1.370000005,0.92625,0.7675,0.682739733,0.872220952,0.662110476,0.63427619,0.550278095,0.66925619,0.739385714,0.911291429,0.838009524,0.693831429,0.486799524,0.741101429,0.814416667,0.764149048,0.575562857,0.62768,0.705357968,1.770932381,1.124964762,1.025431429,0.877251429,1.151179048,1.224290952,1.766256667,1.546434286,1.192368571,0.776202857,1.290569048,1.472937619,1.286329048,1.017725238,1.028728571,1.23677346,1.626925373,0.136720569,1.139078053,0.876070773,0.092290157,1.275509848,-0.376911601,0.785347514,0.475231009,1.153638824
Fort Peck Lake,100401,207,5,1.640000045,0.9225,0.775,0.280499667,0.97479,0.979026,0.871786,0.754862,1.037152,0.789134,0.80355,0.938746,0.747166,0.822106,0.697962,0.779086,0.977542,0.814188,0.780746,0.851189467,5.329264,5.878758,3.728284,4.167314,5.0324,3.895104,4.29638,4.398646,3.820018,4.037938,2.938476,3.13539,5.348252,3.2285,3.286574,4.168086533,1.132042391,0.21484386,1.133167637,0.880340843,0.619936727,1.063974807,-0.083482711,0.621492274,0.532837596,0.044655454
Fort Randall Reservoir,101401,289,22,2.72421052,0.925119688,0.769760623,0.365869417,0.874393182,0.762327727,0.894908182,0.887189545,0.692354091,0.698790455,0.837995,0.673380455,0.685254545,0.759606364,0.675090455,0.728257273,0.823840909,0.690612727,0.894620909,0.771908121,3.799702273,2.801665909,4.254161364,3.654332727,2.917812727,2.935899545,4.160312727,2.516130909,2.338666818,2.452365,2.115176364,2.185074545,4.381977727,2.045815909,2.921708182,3.032053515,1.072066473,0.435240666,1.137276057,0.877360031,0.481736862,1.035406429,0.744321509,0.73539052,0.4926241,-0.105115744
Fox,40302,345,17,2.904545456,0.922596483,0.774807034,0.504387356,0.72469125,0.743429375,0.771293125,0.74879125,0.68901625,0.860393125,0.847540625,0.846766875,0.743565625,0.789118125,0.6492025,0.719296875,0.8031125,0.706225,0.650375,0.7528545,1.433088125,1.41532125,1.294610625,1.37701375,1.22551,1.67490375,1.6727025,1.670894375,1.357558125,1.50780125,1.18927625,1.2278925,1.613884375,1.2110675,1.119766875,1.399419417,1.636259678,0.463078178,1.133317312,0.880231239,0.145947895,1.279163663,0.848878423,0.62564173,0.531358949,1.17279414
French Broad-Holston,60101,219,17,2.819166666,0.923456389,0.773087222,0.663374328,0.796145294,0.755845294,0.660069412,0.577825294,0.589614706,0.690252353,0.666799412,0.897615294,0.736292353,0.544878824,0.733562941,0.633608824,0.684607059,0.468004706,0.714985882,0.676673843,1.411902941,1.388034706,1.112943529,0.909347059,1.007427647,1.167372353,1.146847647,1.60805,1.346945882,0.913478824,1.270419412,1.078897059,1.137851176,0.793016471,1.269630588,1.17081102,1.538668818,0.450120752,1.134656753,0.879253787,0.068486801,1.2404309,0.800210694,0.662775229,0.518172361,0.969735629
Galveston Bay-Sabine Lake,120402,301,38,1.695999983,0.9149885,0.792742362,0.573903248,0.596939714,0.409542857,0.371531714,0.469651714,0.463172,0.587428,0.423542857,0.514830571,0.551985429,0.519949143,0.649003143,0.804985714,0.548496286,0.552228,0.580312857,0.53624,1.504783429,0.823517714,0.748886571,0.898341143,0.900000571,1.363973143,0.885173714,0.956014,1.218900857,1.128096,1.39233,2.143612286,1.119583429,1.217126,1.176100857,1.165095981,1.032023429,0.229425844,1.121871568,0.890360804,0.066361704,1.015885539,-0.028713189,0.308329844,0.668014725,-0.207455015
Gasconade,102902,193,61,2.396666662,0.921582881,0.741500905,0.634348961,0.850523115,0.721212295,0.681950164,0.676861803,0.660753115,0.745632787,0.70093377,0.758016557,0.517223934,0.589548852,0.719904754,0.562060656,0.700651803,0.558655082,0.78462541,0.681903607,1.982054098,1.384509836,1.210246885,1.222561475,1.153490984,1.441625082,1.482883934,1.40971541,0.854781967,1.006560656,1.200754426,0.957350492,1.572654262,0.93416377,1.505282295,1.287909038,1.438875623,0.379607635,1.131750991,0.861104468,0.109885191,1.199531418,0.535365406,0.582218388,0.273323823,0.755317983
Grand,102801,195,109,2.080957443,0.909925691,0.741003723,0.527066751,0.686505138,0.545728716,0.726354862,0.62211055,0.574645321,0.653289358,0.646028257,0.53622789,0.417246697,0.47543156,0.48229,0.616470917,0.655137982,0.597138073,0.56801945,0.586841651,1.799863028,1.20239945,1.766120183,1.65848422,1.206537156,1.748878624,1.699967523,1.310236239,0.89515844,1.038079174,0.986259633,1.459136055,2.10197,1.398518624,1.282698532,1.436953792,1.01729647,0.318263199,1.114620865,0.860815731,0.157442803,1.008611159,0.304957425,0.107317653,0.269428539,-0.245591329
Grand-Moreau,101303,286,12,1.674166645,0.925203621,0.769592758,0.317996162,0.781590833,0.952240833,1.136445,0.811125833,0.950569167,0.785700833,0.971309167,0.865364167,0.6605975,0.816268333,0.692070833,0.750543333,0.837251667,0.579126667,0.791563333,0.825451167,3.573228333,3.812449167,5.869155,3.592564167,4.47226,3.650205,4.94614,3.6941775,2.902249167,3.138350833,2.490793333,2.451814167,4.38072,1.847528333,2.375550833,3.546479056,1.143680104,0.223798685,1.137409245,0.87726436,0.549797399,1.069429803,-0.049848639,0.739082932,0.49133343,0.073253551
Great Miami,50800,262,70,1.755396829,0.921,0.778,0.504896845,0.582031014,0.57870058,0.592108986,0.534341594,0.641491884,0.548255217,0.539741884,0.598317391,0.516982319,0.633524493,0.63867,0.452488696,0.671875652,0.629997971,0.633663478,0.586146077,1.232607826,1.137426522,1.16003942,0.973135652,1.188173333,1.091086232,1.036318551,1.264424638,1.04498,1.246194928,1.372426957,0.813228986,1.493773188,1.121292609,1.221850435,1.159797285,1.15786799,0.244375309,1.130856288,0.882043083,0.064382088,1.076042745,0.027436585,0.557414438,0.555802144,0.107922242
Great Salt Lake,160203,338,16,2.329999987,0.862707684,0.563265074,0.205340354,0.73613375,0.768803125,0.9706925,0.747298125,0.650751875,0.60292375,0.698245,0.885251875,0.93516,0.653106875,0.62790125,0.737776875,0.6027425,0.738224375,0.545105625,0.7266745,7.31342875,8.536670625,9.70042625,7.73350375,5.892015625,4.459671875,6.46518,9.387214375,10.02242,5.90464625,5.264088125,5.72039625,7.776671875,7.69579125,5.835683125,7.180520542,0.706131096,0.367355919,1.056896869,0.750509876,0.856155929,0.840316069,0.489348303,-1.492972318,-1.218683887,-1.127887027
Green,51100,150,17,2.295000017,0.923031984,0.782759561,0.60892172,0.654185294,0.625714118,0.559644118,0.56404,0.566582941,0.747142941,0.622904706,0.626216471,0.580958235,0.560569412,0.659633529,0.453413529,0.743716471,0.515288824,0.629521765,0.607302157,1.333197059,1.181598824,0.908760588,0.928101176,0.981058235,1.329166471,1.0856,1.287266471,1.104428824,0.935649412,1.226121176,0.807156471,1.344423529,0.855442353,1.159825294,1.097853059,1.298674556,0.360782693,1.133994442,0.884737001,0.040544216,1.139594031,0.464659452,0.644413891,0.592145214,0.441093138
Guadalupe,121002,313,7,0.510000006,0.910257288,0.799485424,0.56334873,0.649204286,0.73654,0.508905714,1.009172857,0.583945714,1.047018571,0.940904286,0.653241429,1.370555714,0.611805714,0.796232857,1.020181429,0.915397143,0.751215714,0.818842857,0.827544286,1.613997143,1.614341429,1.138311429,1.948957143,1.12634,2.563521429,2.516188571,1.184388571,3.58431,1.744232857,1.590122857,3.677612857,1.96475,1.84698,1.932235714,2.003086,1.611835123,-0.292429819,1.115087555,0.894139488,0.301699596,1.269580688,-1.98878842,0.120255773,0.718992127,1.122554896
Gunnison,140200,93,2,4.024999976,0.900053691,0.40064429,0.432516338,0.839195,1.049295,0.9915,1.080965,0.900545,0.82584,0.7938,0.80816,0.910035,0.910225,0.727345,1.016685,0.938135,0.841685,0.94148,0.904992667,2.401945,2.627995,3.33071,2.57079,2.255185,1.95279,2.11087,2.251865,2.246465,2.63574,1.923095,2.561575,3.35295,2.213155,2.53056,2.464379333,1.79850347,0.604765882,1.101205333,0.632964683,0.391707558,1.341082947,1.381053466,-0.264602925,-2.804460652,1.497409179
Hatchie-Obion,80102,295,5,1.596000028,0.924,0.772,0.498953758,0.390288,0.398742,0.439226,0.482874,0.491364,0.615228,0.370788,0.456114,0.44963,0.46497,0.633104,0.357572,0.610622,0.387282,0.486392,0.4689464,1.3144,1.080956,0.84751,0.997598,1.084508,1.420994,0.969838,1.36669,1.159188,0.976176,1.513284,0.791486,1.639732,0.780666,1.153892,1.139794533,0.859252032,0.203032895,1.135508642,0.878635305,0.05682657,0.926958484,-0.127844366,0.686392241,0.509828557,-0.673659692
