NAME,HUC6,OBJECTID,N,HDIdgi,oc,clay,silt,sand,wpg2,wp,fc,tp,ep,Ks,wsolidityu2,wroundu2,wsizemean,wgrademean,denvfroots,denfroots,denmroots,dencoroots,etDp2000,etDp2001,etDp2002,etDp2003,etDp2004,etDp2005,etDp2006,etDp2007,etDp2008,etDp2009,etDp2010,etDp2011,etDp2012,etDp2013,etDp2014,petDp2000,petDp2001,petDp2002,petDp2003,petDp2004,petDp2005,petDp2006,petDp2007,petDp2008,petDp2009,petDp2010,petDp2011,petDp2012,petDp2013,petDp2014,n,asinHDIdgi,log10oc,sqrtclay,sqrtsand,log10wpg2,sqrtwp,log10tp,sqrtep,sqrtKs,angularwsolidityu2,asinwroundu2,log10wsizemean,log10wgrademean,log10denvfroots,log10denfroots,log10denmroots,log10dencoroots,sqrtn
Alabama,31502,39,48,0.631998884,1.654000014,13.81041673,31.10208337,55.08958362,7.133333333,0.078288334,0.192299996,0.396226421,0.203926425,76.21300773,0.928,0.764,3.051448196,1.066666667,0,0.075670274,0.00273488,0.002768196,0.896113111,0.684014222,0.599994222,0.611224,0.703909333,0.643272667,0.734450889,1.021480667,0.721592889,0.491879778,0.842300667,0.779495778,0.692145333,0.571144667,0.675675333,1.792832,1.100841556,0.935928667,0.913846,1.133261778,1.027722222,1.349668444,1.825045111,1.185187111,0.767143778,1.370315556,1.295568889,1.147073333,0.933162222,1.068986,1.734078565,0.918980503,0.218535509,3.716236904,7.422235756,0.853292519,0.279800525,-0.402056568,0.451582135,8.73000617,1.141904435,1.063520064,0.484506001,0.028028724,-5,-1.121074696,-2.563061652,-2.557803204,1.316844169
Allegheny,50100,275,53,0.23984795,2.18539999,21.36415103,57.23396251,21.4018868,10.5,0.228015,0.364168,0.523450135,0.153190488,19.51879527,0.920663304,0.760685408,3.201521606,1.25734367,0.002251894,0.026544652,0,0,0.635040943,0.747340566,0.59183717,0.529072453,0.483511321,0.624123962,0.530243962,0.565117925,0.564393208,0.594686415,0.628201509,0.464133774,0.585139245,0.57855566,0.576244151,1.134743962,1.358443962,1.009576604,0.865786981,0.782447736,1.097874717,0.943147925,0.981067925,0.989554906,1.034446604,1.152087925,0.752845472,1.074708679,0.966447736,0.998533019,1.280486411,0.511794659,0.339530937,4.622137063,4.626217331,1.021189299,0.477509163,-0.281124684,0.391395564,4.418008065,1.130341448,1.05962646,0.505356437,0.099454,-2.647452131,-1.576022972,-6,-5,1.131585795
Altamaha,30701,117,10,0.665896517,1.259999984,21.71000009,27.02999992,51.26000004,2.2,0.136236668,0.230811114,0.406708596,0.175897483,42.97663468,0.915415942,0.789168117,4.164209982,1,0,0.072867671,0,0,0.892527,0.962283,0.727515,0.680885,0.815148,0.738283,0.881269,0.978498,0.877248,0.612644,0.819243,0.948634,0.993136,0.58255,0.818981,1.684979,1.563811,1.131355,1.00254,1.284389,1.152914,1.628285,1.7744,1.499948,0.970187,1.250689,1.573163,1.578487,0.923587,1.337369,2.246754101,0.954499986,0.10037054,4.659399112,7.159608931,0.342422681,0.369102517,-0.390716648,0.419401338,6.555656693,1.122496442,1.093742053,0.619532621,0,-5,-1.137465112,-6,-5,1.498917643
Androscoggin,10400,175,1,0,4.329999924,5.900000095,46.79999924,47.29999924,18,0.132000003,0.375999999,0.64528302,0.26928302,129.6190004,0.93,0.76,2.849820372,2,0.004423362,0,0,0,0.60127,0.8578,0.68795,0.61181,0.73474,0.43449,0.48795,0.60297,0.43715,0.45672,0.51493,0.50214,0.5842,0.52926,0.51356,0.85281,1.20029,0.97384,0.88004,1.06525,0.62496,0.72421,0.85385,0.62926,0.65732,0.7429,0.71697,0.85167,0.78006,0.72809,1.609843226,0,0.636487889,2.42899158,6.87749949,1.255272505,0.363318046,-0.190249763,0.51892487,11.38503405,1.145191014,1.058823639,0.454817487,0.301029996,-2.354247472,-3,-6,-5,1.268795975
Apalachicola,31300,115,27,0.759419009,1.034444445,9.211111087,15.84074084,74.94814908,4.5,0.11627667,0.179191666,0.399371072,0.220179406,65.6411146,0.928695652,0.762608696,2.040177681,1.130434783,0,0.063279819,0.001320871,0.000826485,0.66149375,0.691126667,0.581915,0.60983125,0.641635833,0.615095,0.7535,0.735731667,0.596002917,0.474439167,0.8144975,0.76618625,0.759187917,0.474304167,0.59971375,1.775055417,1.398228333,1.080236667,1.070307917,1.2732475,1.150659167,1.753559167,1.645452083,1.1718675,0.863973333,1.550075833,1.617217083,1.483569583,0.8860175,1.09223875,1.28917012,1.058143736,0.014707172,3.034981233,8.657259906,0.653212514,0.340993651,-0.398623396,0.469232785,8.101920426,1.143040628,1.061883442,0.309667992,0.053245512,-5,-1.198734769,-2.879139576,-3.082764901,1.135416276
Arkansas-Keystone,110600,270,12,0.551008209,0.899999998,25.68333292,55.14999994,19.16666643,0.3,0.111900002,0.264524998,0.526415096,0.261890099,112.0409009,0.888415706,0.599220209,5.410361242,1.555555556,0.001344243,0.058888975,0.000100834,0,0.4223875,0.621636667,0.3809625,0.489505833,0.428476667,0.499725,0.460925,0.436356667,0.38758,0.42701,0.538945,0.4610975,0.574335,0.490670833,0.565575,2.050841667,2.9561975,1.628668333,2.175260833,1.634161667,2.212495833,3.1999575,1.374103333,1.55412,1.844425,1.90552,3.24876,3.5561825,2.009313333,2.647338333,0.643739969,0.836495266,-0.045757492,5.067872623,4.377975152,-0.522878745,0.334514577,-0.278671665,0.511751989,10.58493745,1.086432471,0.885281382,0.733226263,0.191885526,-2.87152234,-1.229966007,-3.996391496,-5,0.802334076
Atchafalaya-Vermillion,80801,159,3,0.675392516,1.273333331,15.4333332,52.39999898,32.16666762,0,0.04104,0.166099999,0.430188683,0.264088684,138.9402529,0.866666667,0.533333333,1.688165034,2,0,0.327904519,0,0.082441902,0.519856667,0.40981,0.354066667,0.469066667,0.41382,0.533123333,0.474433333,0.498826667,0.476643333,0.39087,0.612373333,0.610986667,0.4409,0.42553,0.494813333,1.388846667,0.900553333,0.725336667,0.918093333,0.831393333,1.18063,1.081743333,0.991386667,1.003343333,0.82271,1.261096667,1.403586667,0.897086667,0.85984,0.976653333,0.937509703,0.9646028,0.104942107,3.928528121,5.671566593,-2,0.202583317,-0.366341019,0.513895597,11.78729201,1.061211327,0.818756238,0.227414901,0.301029996,-5,-0.484252599,-6,-1.083851996,0.968250847
Belle Fourche,101202,291,12,0.469558976,1.794166684,25.80833302,34.96666638,39.2250002,0.222222222,0.167646009,0.315063997,0.535094342,0.220030345,77.60011884,0.901555258,0.658197766,1.486155916,1.348727351,0.004423362,0,0.000392134,0,0.71653,0.90737,0.947143333,0.786139167,0.875010833,0.735164167,0.854365833,0.75692,0.60104,0.771081667,0.783810833,0.699731667,0.817950833,0.630685,0.826439167,4.034583333,4.673484167,5.230480833,3.988255,5.0940425,4.096101667,4.971810833,3.741929167,2.609308333,3.358496667,3.378778333,2.758021667,6.286240833,2.724810833,3.289271667,0.968270467,0.754938302,0.253862788,5.080190254,6.262986524,-0.653212514,0.409445978,-0.271569641,0.469073923,8.809092964,1.103189391,0.946361864,0.172064375,0.129924165,-2.354247472,-3,-3.406565949,-5,0.984007351
Big Blue,102702,147,65,0.446866037,1.808571427,26.14461541,62.92153837,10.93384617,0.015625,0.189701665,0.354490691,0.488744303,0.134253612,20.90439705,0.904247649,0.686452794,2.975113962,1.377856336,0.000773315,0.086480313,0.001297057,0,0.754740615,0.628875077,0.791456308,0.704108769,0.717983231,0.720985231,0.636061692,0.579878,0.585385692,0.871973692,0.737398462,0.722166308,0.739763846,0.702859077,0.708621846,2.691153846,1.929286615,2.729002769,2.295144615,2.090607385,2.24855,2.268845385,1.55856,1.556587231,2.441697077,1.933509231,2.013669385,3.049299846,2.007122615,2.036608462,1.063150051,0.732163683,0.257335665,5.113180557,3.306636686,-1.806179974,0.435547547,-0.310918292,0.366406348,4.572132658,1.106795876,0.976467424,0.473503606,0.139203938,-3.111643501,-1.063082749,-2.887040846,-5,1.031091679
Big Cypress-Sulphur,111403,323,12,0.654073536,1.355999985,10.71666679,31.57499997,57.70833413,0.142857143,0.228826667,0.34075,0.454716973,0.100759426,6.639551437,0.921428571,0.777142857,2.620767228,1.142857143,0.001263818,0.089225719,0.00123242,0.005047463,0.483305833,0.497209167,0.7493475,0.969228333,0.6798775,1.075809167,0.669983333,0.679401667,0.635606667,0.432680833,0.9206475,0.714269167,0.763021667,0.62807,0.753109167,1.174594167,0.95149,1.2771075,1.777905,1.216643333,2.420795,1.6037275,1.133463333,1.235641667,0.839228333,1.669544167,2.074335833,1.539945833,1.348154167,1.6447075,1.437620727,0.942020518,0.132259685,3.273632048,7.596600169,-0.84509804,0.478358304,-0.342258835,0.317426253,2.576732706,1.131513707,1.079150434,0.418428449,0.057991947,-2.898315517,-1.049509942,-2.909241308,-2.296926822,1.199008226
Big Sioux,101702,131,39,0.167761971,2.909729722,29.75641031,53.63333301,16.61025639,0.594594595,0.219472505,0.357897997,0.517667236,0.156818983,28.63875191,0.911086486,0.761474906,6.615361782,1.274524979,0.002714336,0.021469939,0.000343117,0,0.776761282,0.659723846,0.891289231,0.884742308,0.711260769,0.687081282,0.865381026,0.68678359,0.753728974,0.753882564,0.576815641,0.836771026,0.81886,0.794593846,0.770031795,2.330141282,1.761998205,2.287268718,2.462027179,1.855635897,1.804914103,2.395180513,1.740289744,1.887532308,1.882191026,1.472876923,2.032374615,2.617681026,1.823742308,1.978917436,1.287244201,0.422001916,0.46385265,5.454943657,4.075568229,-0.225779043,0.468478927,-0.285949321,0.396003767,5.351518654,1.116259474,1.060552181,0.8205536,0.105348351,-2.566336385,-1.668169195,-3.464557896,-5,1.134567848
Bill Williams,150302,54,1,0,1.649999976,18.20000076,22.60000038,59.20000076,48,0.126360001,0.19456,0.426415102,0.231855101,68.10857091,0.93,0.76,1.414213562,2,0,0.327904519,0,0,0.35996,0.52571,0.52049,0.4975,0.38822,0.54182,0.57919,0.56418,0.43303,0.64765,0.40776,0.50951,0.53593,0.52316,0.41115,5.39843,5.7658,12.62208,5.74977,5.07954,4.88815,7.34682,7.88738,5.16989,9.39314,4.49247,7.46592,6.82734,6.33602,5.94743,0.486015826,0,0.217483938,4.266145891,7.694153674,1.681241237,0.35547152,-0.370167423,0.481513345,8.252791704,1.145191014,1.058823639,0.150514998,0.301029996,-5,-0.484252599,-6,-5,0.697148353
Black Rock Desert,160402,251,17,0.578507016,0.807499982,16.41176462,30.88235294,52.70588252,36,0.124481115,0.250284443,0.49308176,0.242797317,96.83025377,0.819322523,0.41188331,5.197070343,1.9375,0.006635044,0.003903625,0.000196067,0,0.870197059,0.945166471,1.112097647,0.776191765,0.875483529,0.674401176,0.916024706,1.041958235,0.974781176,0.946507059,0.690890588,1.035402353,0.778537647,1.169401765,0.627245294,6.192735882,8.190062941,9.151176471,5.826375294,6.610636471,4.351749412,5.862389412,8.829854706,8.616561176,6.963345294,4.686562353,6.438322353,6.822277059,9.695701176,5.595194118,1.048047395,0.864231389,-0.092857479,4.051143619,7.259881715,1.556302501,0.352818813,-0.307081063,0.492744677,9.840236469,1.013759757,0.696818853,0.715758595,0.287241711,-2.178156213,-2.408531885,-3.707595945,-5,1.02374186
Black Warrior-Tombigbee,31601,42,19,0.603971927,2.01333336,15.69473686,38.6789473,45.626316,0,0.086900002,0.196299999,0.430188683,0.233888684,80.81940845,0.923471981,0.773056039,4.803012862,1.058383774,0,0.101035006,0.001637734,0.002540227,0.684475789,0.572141053,0.571073684,0.61057,0.584144211,0.658584737,0.675484211,0.943874211,0.651928947,0.48346,0.715788947,0.611543684,0.626971053,0.519482632,0.622683684,1.527161579,0.990182632,0.928282105,0.974995789,0.96889,1.114758947,1.260228421,1.841608947,1.14695,0.787117368,1.200546316,1.045489474,1.090036842,0.854701053,1.07191,1.411939521,0.890134359,0.30391569,3.961658347,6.754725457,-2,0.294788063,-0.366341019,0.483620393,8.989961538,1.134681131,1.074256193,0.68151375,0.024643173,-5,-0.99552813,-2.785756522,-2.595127527,1.188250614
Boeuf-Tensas,80500,155,5,0.186776122,1.024000013,24.60000038,59.47999802,15.91999965,0,0.192107998,0.32786999,0.426415102,0.098545111,13.78916296,0.912,0.796,6.352555334,1,0,0.04489169,0,0,0.453174,0.446648,0.479816,0.544178,0.402822,0.674554,0.421586,0.584876,0.425508,0.512438,0.861148,0.64067,0.529378,0.462422,0.461664,1.402602,0.94249,0.892758,1.045768,0.80699,1.616716,0.988834,1.26718,0.904386,0.988434,1.700594,1.357684,1.049044,0.876576,0.958664,1.025769156,0.4469044,0.010299962,4.959838746,3.989987424,-2,0.438301264,-0.370167423,0.313918957,3.713376221,1.11755878,1.102167247,0.802948457,0,-5,-1.347834044,-6,-5,1.012802624
Brazos Headwaters,120500,302,47,0.499042453,1.016111101,17.37872336,19.55319156,63.06808508,0.659574468,0.121277307,0.223269231,0.460957908,0.237688677,97.37171432,0.899499433,0.761548045,6.615292882,1.078947368,0.000933965,0.070768948,0.00047562,0.000253278,0.478342553,0.608323617,0.464401702,0.591815532,0.36920234,0.591938511,0.453629362,0.595201702,0.48341,0.539404255,0.568975957,0.67746617,0.612527021,0.541616809,0.483474894,5.231158511,5.717823404,3.955722128,6.149392766,2.156459574,4.32321234,4.48202383,3.164211064,4.316402553,5.192292553,3.518783191,13.35613915,8.414971277,5.366466383,3.80519234,0.560215376,0.784440616,0.006941196,4.168779601,7.941541732,-0.180736164,0.348248916,-0.33633873,0.487533257,9.867710693,1.100477778,1.060637993,0.820549077,0.03300026,-3.029669355,-1.150157263,-3.322739798,-3.596402989,0.748475368
Calcasieu-Mermentau,80802,160,13,0.766924345,1.303333327,7.838461528,57.5,34.66153787,0.923076923,0.083379998,0.250801993,0.44452831,0.193726316,70.85456418,0.9225,0.775,2.35417181,1,0.000402124,0.08978338,0,0,0.669853846,0.511701538,0.468756923,0.673563077,0.476098462,0.723883846,0.506811538,0.583654615,0.60713,0.494292308,0.773227692,0.878031538,0.524282308,0.578584615,0.625520769,1.416149231,0.890716923,0.800269231,1.102846154,0.787349231,1.332675385,0.932433077,0.972510769,1.070187692,0.901220769,1.348453846,1.663653077,0.879490769,0.979033077,1.037029231,1.346996688,1.066970962,0.115055501,2.799725259,5.88740502,-0.034762106,0.288755949,-0.352100576,0.440143518,8.417515321,1.133167637,1.076580282,0.371838155,0,-3.395640158,-1.046804049,-6,-5,1.160601865
Cannonball-Heart-Knife,101302,226,10,0.114434265,1.495000005,11.71000009,21.56999998,66.71999969,1.222222222,0.088968001,0.189674004,0.489056605,0.299382601,174.994963,0.888309943,0.633529121,3.162773295,1.222222222,0.004141876,0.018737401,7.84E-06,0,0.746872,0.826916,1.105309,0.861987,0.885864,0.691754,0.923392,0.724692,0.689688,0.663728,0.589284,0.758574,0.813532,0.516003,0.777584,3.340499,3.405356,5.651611,3.76109,4.25776,3.02846,4.938864,2.983912,3.137002,2.383351,2.106997,2.326052,4.438271,1.596906,2.361923,1.037395132,0.345089965,0.174641194,3.421987739,8.168231124,0.087150176,0.298275042,-0.310640871,0.547158662,13.22856617,1.086302775,0.920567716,0.500068063,0.087150176,-2.382802933,-1.727290647,-5.105535949,-5,1.01852596
Cape Fear,30300,216,10,0.438487426,1.596000022,13.59999998,48.30999985,38.08999949,2.8,0.108211114,0.269362225,0.447798734,0.178436509,48.8917185,0.93,0.76,2.463052021,1,0,0.192578844,0.002744935,0,0.847224,0.98132,0.676838,0.538444,0.775342,0.84204,0.74717,0.937245,0.648165,0.732344,0.787886,0.8487,0.847615,0.597405,0.704057,1.49975,1.729197,1.200695,0.859938,1.288922,1.424393,1.267509,1.74908,1.186655,1.222082,1.331328,1.550059,1.447534,1.020693,1.26311,1.828007382,0.723729355,0.203032893,3.68781778,6.171709608,0.447158031,0.328954577,-0.348917139,0.422417458,6.992261329,1.145191014,1.058823639,0.391473584,0,-5,-0.715391424,-2.561467909,-5,1.352038232
Central Nevada Desert Basins,160600,85,64,0.285483435,1.036896546,10.76349207,30.14444465,59.09206318,29.38095238,0.104982353,0.23254647,0.489567149,0.257020679,199.9841062,0.810593252,0.364134299,4.707688858,1.499567219,0.002238489,0.024202476,0.000611728,6.54E-05,0.730265179,0.7555425,1.1270925,0.712475357,0.659400893,0.698224821,0.783930357,0.763726429,0.907330357,0.795177679,0.617560357,1.032889286,0.67138125,0.850236964,0.624249286,10.96578929,10.66790839,21.95511696,10.28937304,8.474845179,7.441389643,12.10325107,13.64433482,14.26216464,12.61607768,7.092179107,14.66399714,12.13271518,13.95094232,12.05789714,0.683951225,0.563687105,0.015735428,3.280776139,7.687136214,1.468065869,0.324009804,-0.310187732,0.50697207,14.14157368,1.00581751,0.647802328,0.672807752,0.175965938,-2.650044941,-1.616140195,-3.213441351,-4.184222541,0.827013437
Central Texas Coastal,121004,315,17,0.797306483,0.617500003,13.67647062,20.20000006,66.12352932,0.066666667,0.126618574,0.217278568,0.396226411,0.179486927,46.73649439,0.914063659,0.791872683,14.09263887,1.5,0.003619115,0.027975981,0.000130711,0,0.8038475,0.76495875,0.551750625,0.802190625,0.636834375,0.89492,0.789228125,0.65552375,1.018351875,0.753264375,0.6532925,1.2683175,0.84288125,0.804794375,0.86504125,2.25608875,1.8395925,1.363091875,1.56128625,1.3277075,2.325673125,2.082959375,1.224405,2.787111875,2.360381875,1.3545325,4.542050625,2.019459375,2.019605625,1.937388125,1.47636122,1.103790256,-0.209363036,3.698171253,8.131637555,-1.176091259,0.355835037,-0.402056579,0.423658975,6.836409466,1.120526516,1.097065144,1.148992323,0.176091259,-2.441397648,-1.553214679,-3.883687204,-5,1.215056056
Chariton,102802,192,20,0.419920817,2.001500016,27.84500008,58.50500002,13.65000007,0.384615385,0.215953332,0.380650004,0.476100626,0.095450622,7.363465834,0.891528019,0.660277294,2.401628336,1.222222222,0.002881888,0.160048634,0,0,0.739992,0.5883965,0.7420405,0.6447535,0.6160305,0.7092015,0.686122,0.53662,0.392446,0.5195435,0.4497485,0.6108285,0.7269725,0.5921975,0.5365955,1.769302,1.2252045,1.673607,1.525697,1.2348995,1.765586,1.6494135,1.2367135,0.793854,1.0576125,0.8577215,1.392924,2.0705685,1.278688,1.1183135,1.108988407,0.70497262,0.301355598,5.276836181,3.69459065,-0.414973348,0.464707792,-0.322301247,0.308950841,2.71357068,1.090284099,0.94855562,0.380505799,0.087150176,-2.540322952,-0.795748028,-6,-5,1.053085185
Cheyenne,101201,233,34,0.377092822,1.618235293,30.14411762,39.13823518,30.71764715,4.558823529,0.223517777,0.330704437,0.511949696,0.181245259,55.47014925,0.926319528,0.767360943,2.536397775,1.260869565,0,0.150940175,0.000653556,0.003925805,0.754648235,0.879120588,0.89486,0.827777059,0.880437353,0.738132353,0.820626765,0.815302059,0.701709706,0.72785,0.709367647,0.684351471,0.865843824,0.678606176,0.767970294,4.339290882,4.687142353,5.409391765,4.403242941,5.528155882,3.888980588,5.850052059,5.099461176,3.551715294,3.299425588,3.261661765,3.285449118,8.166738235,3.427299118,3.215292941,0.935325198,0.661218295,0.209041669,5.490365892,5.542350327,0.658852781,0.472776667,-0.290772711,0.425729091,7.447828492,1.139189494,1.067487461,0.404217363,0.100670162,-5,-0.82119515,-3.184717199,-2.406071291,0.967122122
Clearwater,170603,363,20,0.263845279,2.926842106,22.25999999,61.59500065,16.14500006,9.578947368,0.17024375,0.344780002,0.574056602,0.229276601,83.51927535,0.882386784,0.684845537,8.890466164,1.668363597,0.003360607,0.055766075,2.80E-05,0.002243317,0.731625,0.775211,0.881196,0.6184095,0.6918645,0.7750965,0.66495,0.82213,0.705562,0.6832355,0.6335045,0.6917625,0.612634,0.781395,0.6478205,2.24006,2.5734955,2.6400215,2.1224325,2.0787015,2.6245805,2.147649,2.85192,2.412769,2.3964975,1.909794,1.997432,1.846103,2.5522255,2.2647535,1.045481999,0.539443642,0.466399294,4.718050444,4.018084128,0.981317787,0.412606047,-0.241045284,0.478828362,9.138888081,1.079158027,0.974736422,0.948924533,0.222290705,-2.473582332,-1.253629925,-4.552693985,-2.64910934,1.022488141
Colorado Headwaters,140100,92,17,0.357963921,2.414375026,21.77058809,41.11176468,37.11764706,12.75,0.183739998,0.319237134,0.553638819,0.234401685,88.06607912,0.904330315,0.734890441,5.868111985,1.344878847,0.002814867,0.049966403,0.000666627,0.000981451,0.893116875,0.94907875,1.0233125,0.967105,0.82275125,0.688811875,0.73596375,0.806806875,0.820940625,0.95087875,0.719666875,0.81828125,1.208575,0.71155625,0.71480375,4.957833125,4.88805,6.197581875,5.376000625,4.078568125,3.204903125,3.8517,4.44217125,4.378028125,4.984339375,3.50015,4.07966375,8.38737125,3.60946125,3.71422125,1.084988954,0.641378873,0.38280473,4.665896279,6.092425384,1.105510185,0.428649039,-0.256773467,0.484150477,9.384352887,1.10690763,1.029919437,0.768498393,0.128683163,-2.550542118,-1.301321915,-3.176117028,-3.008131282,1.04162803
Des Moines,71000,130,43,0.247216395,2.705609766,30.10697649,46.03255817,23.86046506,0.525,0.167950001,0.394324992,0.533962259,0.139637266,31.29815943,0.904242424,0.788484848,6.056119242,1.272727273,0,0.042783732,0,0,0.748414651,0.663846512,0.861316744,0.800772791,0.642905814,0.677750465,0.779337209,0.60053093,0.666050233,0.686966047,0.521386047,0.745096047,0.76181186,0.733527907,0.637953953,2.112021163,1.57252093,1.933648605,2.04276186,1.485760465,1.67750093,1.938973023,1.396326744,1.549892326,1.546158837,1.16002814,1.740792093,2.229348837,1.654774419,1.49860186,1.216622941,0.520378536,0.432265158,5.486982457,4.884717501,-0.279840697,0.409817033,-0.272489439,0.373680701,5.594475796,1.106788815,1.092905004,0.782194418,0.104735351,-5,-1.36872133,-6,-5,1.10300632
Devils Lake-Sheyenne,90202,223,18,0.204169066,2.733333334,19.7277779,33.24444469,47.02777847,0.888888889,0.205749994,0.379050012,0.498113191,0.119063179,11.47374084,0.925695085,0.768609831,5.053239014,1.606756288,0.006584778,0.051723034,0.000490167,0,0.676507778,0.91685,1.109346667,0.896348889,0.691695,0.777961111,0.996523889,0.765119444,0.648672222,0.71456,0.596177778,0.748735556,1.108703333,0.694069444,0.872523333,2.031119444,2.526285556,3.024907222,2.541222222,2.008042222,2.189053889,3.298166667,2.164568889,1.969708333,2.107455,1.698298889,1.988945556,3.540605556,1.944018333,2.252657222,1.344700072,0.468838824,0.436692598,4.441596324,6.857680254,-0.051152522,0.453596731,-0.302671957,0.345055328,3.387291077,1.138191114,1.068966772,0.703569841,0.205950008,-2.181458849,-1.286316006,-3.309655936,-5,1.159612035
Elkhorn,102200,231,21,0.265297808,1.901000011,22.8095238,42.98095195,34.20952363,0.095238095,0.18243111,0.31634667,0.48972746,0.17338079,46.82617931,0.924651422,0.770697156,2.865576747,1.058823529,0,0.18112821,7.84E-05,0,0.747979524,0.65495619,0.800041429,0.732113333,0.674813333,0.644465238,0.643499524,0.533151429,0.591579524,0.724652381,0.603749524,0.703239524,0.83325,0.687596667,0.618697619,2.754161905,1.909091905,2.815744762,2.471649048,1.993622857,2.014050952,2.229971429,1.474755238,1.591807619,1.954264762,1.600321905,1.950015238,3.823802381,1.874534286,1.796714286,1.015586656,0.54109011,0.278982119,4.77593172,5.848890803,-1.021189299,0.42711955,-0.310045543,0.41639019,6.842965681,1.136534794,1.071445465,0.457212044,0.024823584,-5,-0.742013904,-4.105535953,-5,1.007763194
Escalante Desert-Sevier Lake,160300,339,33,0.268377095,1.601818188,18.68787885,38.53939412,42.77272727,26.69230769,0.147041578,0.297765264,0.52313803,0.225372766,108.0997415,0.879403247,0.583851691,2.571135343,1.312483336,0.003468318,0.030009119,0.000416642,0.000184022,0.721794375,0.890630938,0.999254063,0.946921875,0.742412813,0.736011563,0.698003125,0.85814375,0.864915625,0.94852375,0.606320938,0.774054375,0.834099688,0.861250313,0.73409375,4.939444688,6.074664688,8.718648438,6.734467813,4.541866875,4.139883125,4.993402813,6.521997188,6.135376563,7.046569375,3.415479375,4.502570313,6.799230625,5.668027813,5.497369063,0.913484397,0.544571063,0.20461322,4.322947936,6.540086182,1.426386122,0.383460008,-0.281383707,0.474734416,10.39710255,1.075643545,0.86964796,0.410124938,0.118093798,-2.459881054,-1.522746756,-3.38023701,-3.73513001,0.955763777
Fort Peck Lake,100401,207,5,0.335635669,1.640000045,25.97999983,39.39999981,34.6199995,4.2,0.170220001,0.327690005,0.511320748,0.183630744,38.56260423,0.9225,0.775,4.596194077,1.75,0.002211681,0.163952259,0,0,0.97479,0.979026,0.871786,0.754862,1.037152,0.789134,0.80355,0.938746,0.747166,0.822106,0.697962,0.779086,0.977542,0.814188,0.780746,5.329264,5.878758,3.728284,4.167314,5.0324,3.895104,4.29638,4.398646,3.820018,4.037938,2.938476,3.13539,5.348252,3.2285,3.286574,1.132042391,0.617919609,0.21484386,5.097057958,5.883876231,0.62324929,0.412577267,-0.291306584,0.428521579,6.209879566,1.133167637,1.076580282,0.662398359,0.243038049,-2.655277468,-0.785282594,-6,-5,1.063974807
Fort Randall Reservoir,101401,289,22,0.380497984,2.72421052,40.83636371,45.65454535,13.50909095,0.476190476,0.277621001,0.341628,0.576226414,0.234598414,76.47415987,0.925119688,0.769760623,2.808835862,1.391361517,0.001709026,0.068703804,0.0002941,0,0.874393182,0.762327727,0.894908182,0.887189545,0.692354091,0.698790455,0.837995,0.673380455,0.685254545,0.759606364,0.675090455,0.728257273,0.823840909,0.690612727,0.894620909,3.799702273,2.801665909,4.254161364,3.654332727,2.917812727,2.935899545,4.160312727,2.516130909,2.338666818,2.452365,2.115176364,2.185074545,4.381977727,2.045815909,2.921708182,1.072066473,0.66472815,0.435240666,6.390333615,3.675471527,-0.322219295,0.526897525,-0.239406837,0.484353605,8.744950536,1.137276057,1.070332361,0.448526361,0.143439987,-2.767251228,-1.163019217,-3.531504686,-5,1.035406429
Fox,40302,345,17,0.267633845,2.904545456,15.25294134,31.87058858,52.87647113,2.117647059,0.203980004,0.297273327,0.488050323,0.190776996,65.07225633,0.922596483,0.774807034,4.310265754,1.5625,0,0.095917648,5.60E-05,0,0.72469125,0.743429375,0.771293125,0.74879125,0.68901625,0.860393125,0.847540625,0.846766875,0.743565625,0.789118125,0.6492025,0.719296875,0.8031125,0.706225,0.650375,1.433088125,1.41532125,1.294610625,1.37701375,1.22551,1.67490375,1.6727025,1.670894375,1.357558125,1.50780125,1.18927625,1.2278925,1.613884375,1.2110675,1.119766875,1.636259678,0.54373203,0.463078178,3.90550142,7.271620942,0.325853579,0.451641455,-0.311535396,0.436780261,8.066737651,1.133317312,1.076349266,0.634504048,0.193820026,-5,-1.018101478,-4.251663989,-5,1.279163663
French Broad-Holston,60101,219,17,0.16174071,2.819166666,24.1000001,34.91176493,40.98823564,8.647058824,0.174453334,0.336906671,0.530817603,0.193910932,79.33041214,0.923456389,0.773087222,5.024935939,1.540307589,0.002948908,0.036954319,0.000888836,0,0.796145294,0.755845294,0.660069412,0.577825294,0.589614706,0.690252353,0.666799412,0.897615294,0.736292353,0.544878824,0.733562941,0.633608824,0.684607059,0.468004706,0.714985882,1.411902941,1.388034706,1.112943529,0.909347059,1.007427647,1.167372353,1.146847647,1.60805,1.346945882,0.913478824,1.270419412,1.078897059,1.137851176,0.793016471,1.269630588,1.538668818,0.413885739,0.450120752,4.909175094,6.402205529,0.936868413,0.417676111,-0.275054683,0.44035319,8.906762158,1.134656753,1.074293419,0.70113053,0.187607455,-2.530338732,-1.432334799,-3.051178291,-5,1.2404309
